record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
123,curated,openalex_only,OpenAlex,Additive Manufacturing of Refractory Alloy-based Multi-Material Structures: A Review,2026,Journal of the Korean Society of Manufacturing Process Engineers,10.14775/ksmpe.2026.25.1.108,https://doi.org/10.14775/ksmpe.2026.25.1.108,,7
124,curated,openalex_only,OpenAlex,"Additive Manufacturing of Ceramics and Ceramic-Based Composites: Processing, Properties, and Engineering Applications",2026,Ceramics,10.3390/ceramics9050043,https://doi.org/10.3390/ceramics9050043,,7
125,curated,openalex_only,OpenAlex,"Additive Manufacturing in Space: Technologies, Flight Heritage, and Materials",2026,Technologies,10.3390/technologies14030165,https://doi.org/10.3390/technologies14030165,,7
126,curated,openalex_only,OpenAlex,"Additive Manufacturing Using Multi-Materials: Materials, Processes, and Applications",2026,Polymers,10.3390/polym18091045,https://doi.org/10.3390/polym18091045,,7
127,curated,openalex_only,OpenAlex,Adaptive human–robot collaboration in wind turbine manufacturing using digital twins,2026,Scientific Reports,10.1038/s41598-026-40576-6,https://doi.org/10.1038/s41598-026-40576-6,,7
128,curated,openalex_only,OpenAlex,Adaptive Automation Strategies for Increasing Variability in Design and Production,2026,Linköping studies in science and technology. Dissertations,10.3384/9789181184624,https://doi.org/10.3384/9789181184624,,7
129,curated,openalex_only,OpenAlex,AI-Driven layout reconfiguration for lab-scale production lines by the Integration of genetic algorithms and LSTM networks with a digital twin,2026,Research Square,10.21203/rs.3.rs-9848737/v1,https://doi.org/10.21203/rs.3.rs-9848737/v1,,7
130,curated,openalex_only,OpenAlex,AI – Mixed Reality Framework for the Enhancement of Human–Robot Interaction,2026,IntechOpen eBooks,10.5772/intechopen.1015227,https://doi.org/10.5772/intechopen.1015227,,7
131,curated,openalex_only,OpenAlex,A stress field-based path planning method for fiber-reinforced FDM-printed parts with joining hole structure,2026,Journal of Reinforced Plastics and Composites,10.1177/07316844261444238,https://doi.org/10.1177/07316844261444238,,7
132,curated,openalex_only,OpenAlex,"A review on condition monitoring and control of industrial drilling systems: fault detection, fuzzy control, and human-induced faults",2026,Frontiers in Mechanical Engineering,10.3389/fmech.2026.1850568,https://doi.org/10.3389/fmech.2026.1850568,,7
133,curated,openalex_only,OpenAlex,A review of architectures and process strategies for large-format additive manufacturing,2026,Rapid Prototyping Journal,10.1108/rpj-12-2025-0666,https://doi.org/10.1108/rpj-12-2025-0666,,7
134,curated,openalex_only,OpenAlex,A hybrid self-evolving edge-AI framework for scalable digital process twins in enterprise systems,2026,Enterprise Information Systems,10.1080/17517575.2026.2653241,https://doi.org/10.1080/17517575.2026.2653241,,7
135,curated,openalex_only,OpenAlex,A Review on Mechanical and Process Characteristics of PETG and ASA Materials in FDM 3D Printing,2026,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2026.83303,https://doi.org/10.22214/ijraset.2026.83303,,7
136,curated,openalex_only,OpenAlex,"A Multimodal Intelligent System for Human Digital Twin Simulation with Continuous Kinematic Data Tracking, Biometric Prognosis, and Cognitive State Feedback in Industrial Environments",2026,Advanced Intelligent Discovery,10.1002/aidi.202500217,https://doi.org/10.1002/aidi.202500217,,7
137,curated,openalex_only,OpenAlex,A Digital-Twin-Enabled AI-Driven Adaptive Planning Platform for Sustainable and Reliable Manufacturing,2026,Machines,10.3390/machines14020197,https://doi.org/10.3390/machines14020197,,7
138,curated,openalex_only,OpenAlex,A Digital Twin Architecture for Integrating Lean Manufacturing with Industrial IoT and Predictive Analytics,2026,Information,10.3390/info17020196,https://doi.org/10.3390/info17020196,,7
139,curated,openalex_only,OpenAlex,4D printed Nitinol metamaterials: from algorithmic design of textile-based soft-stiff architectures towards next generation medical implants,2026,UPM Digital Archive (Technical University of Madrid),,https://openalex.org/W7163863901,,7
140,curated,openalex_only,OpenAlex,3D-bioprinted tumor organoids enable programmable tumor microenvironment reconstruction for precision oncology,2026,International Journal of Bioprinting,10.36922/ijb026180162,https://doi.org/10.36922/ijb026180162,,7
141,curated,openalex_only,OpenAlex,3D micropatterning of PEDOT:PSS/Gelatin conductive hydrogels via two-photon lithography for soft bioelectronics,2026,npj Flexible Electronics,10.1038/s41528-026-00529-5,https://doi.org/10.1038/s41528-026-00529-5,,7
142,curated,openalex_only,OpenAlex,ТЕХНІКО-ТЕХНОЛОГІЧНЕ ОБҐРУНТУВАННЯ ЗАСТОСУВАННЯ МОДУЛЬНИХ ШНЕКІВ У МАШИНАХ ДЛЯ ТРАНСПОРТУВАННЯ ШТУЧНИХ ВАНТАЖІВ,2026,The Scientific Issues of Ternopil Volodymyr Hnatiuk National Pedagogical University Series pedagogy,,https://openalex.org/W7162277402,,6
143,curated,openalex_only,OpenAlex,Transitioning from Industry 4.0 to Industry 5.0: A Review and Analysis of Future Research Directions,2026,Springer Link (Chiba Institute of Technology),10.1051/matecconf/202641901018,https://doi.org/10.1051/matecconf/202641901018,,6
144,curated,openalex_only,OpenAlex,Toward Sustainable Biodegradable Composites Through Thermal Management: <scp>3D</scp> Printing‐Assisted Lamination of Poly(Lactic Acid) With Polypropylene as an Alternative to Conventional Blending,2026,Journal of Applied Polymer Science,10.1002/app.70430,https://doi.org/10.1002/app.70430,,6
145,curated,openalex_only,OpenAlex,Time-Aware Two-Dimensional Packing for Slicing-Aware 3D Printing Throughput Optimization,2026,Proceedings of the AAAI Symposium Series,10.1609/aaaiss.v8i1.42514,https://doi.org/10.1609/aaaiss.v8i1.42514,,6
146,curated,both_openalex_crossref,Crossref; OpenAlex,Thermally Elongated Thermoplastic Nozzles Unlock Micro-Scale Multimaterial Direct Ink Writing,2026,Research Square,10.21203/rs.3.rs-8564809/v1,https://doi.org/10.21203/rs.3.rs-8564809/v1,,6
147,curated,openalex_only,OpenAlex,The Effect of Non-Uniform Material Distribution on the Bending Strength and Energy Absorption of TPMS Structures,2026,Polymers,10.3390/polym18040455,https://doi.org/10.3390/polym18040455,,6
148,curated,openalex_only,OpenAlex,Tailoring the Mechanical Response of 3D-Printed Polymer Metamaterials for Biomechanical Customization: A Predictive Manufacturing Framework,2026,Journal of Manufacturing and Materials Processing,10.3390/jmmp10040133,https://doi.org/10.3390/jmmp10040133,,6
149,curated,crossref_only,Crossref,Tailored Infill Path Design using Surface Mesh Deformation: A Strategy for Boosting Mechanical Performance in Fused Filament Fabrication,2026,Venue unknown,10.2139/ssrn.6178599,https://doi.org/10.2139/ssrn.6178599,,6
150,curated,openalex_only,OpenAlex,TECHNICAL AND TECHNOLOGICAL JUSTIFICATION FOR THE APPLICATION OF MODULAR SCREWS IN MACHINES FOR HANDLING DISCRETE LOADS,2026,Bulletin of the National Technical University «KhPI» Series Engineering and CAD,10.20998/2079-0775.2026.2.01,https://doi.org/10.20998/2079-0775.2026.2.01,,6
151,curated,openalex_only,OpenAlex,Soft Robotics and Advanced Technologies for Minimally Invasive Bioprinting: The Future of Internal Organ Repair,2026,Advanced Science,10.1002/advs.202523532,https://doi.org/10.1002/advs.202523532,,6
152,curated,openalex_only,OpenAlex,"Shaping hydrogel bioinks into 3D, multiscale, perfusable models using multimodal printing",2026,bioRxiv (Cold Spring Harbor Laboratory),10.64898/2026.01.29.702588,https://doi.org/10.64898/2026.01.29.702588,,6
153,curated,openalex_only,OpenAlex,Semi-analytical Timoshenko beam model for symmetrical 1D acoustic black holes: Efficient quantification of the influence of geometric model parameters on vibration behaviour,2026,Springer Link (Chiba Institute of Technology),10.1051/aacus/2026054,https://doi.org/10.1051/aacus/2026054,,6
154,curated,openalex_only,OpenAlex,Self-locking non-volatile coding metasurfaces via origami-based mechanical bits,2026,ArXiv.org,,https://openalex.org/W7126001832,,6
155,curated,openalex_only,OpenAlex,Replication Data for: Hybrid epoxy–acrylate resins for wavelength-selective multimaterial 3D printing,2026,Texas Digital Library (University of Texas),10.18738/t8/unaoda,https://doi.org/10.18738/t8/unaoda,,6
156,curated,openalex_only,OpenAlex,Reinforcement learning-based toolpath optimisation with 3D U-Net driven rapid thermal prediction,2026,Virtual and Physical Prototyping,10.1080/17452759.2026.2627765,https://doi.org/10.1080/17452759.2026.2627765,,6
157,curated,openalex_only,OpenAlex,Reducing energy consumption and processing time by smart robot-workpiece position planning in robotic manufacturing processes,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20305898,https://doi.org/10.5281/zenodo.20305898,,6
158,curated,openalex_only,OpenAlex,"Recent Advancements, Trends and Future Prospects of Upper Limb Prosthesis through 3D printing- A Systematic Review",2026,Journal of Sustainable Smart Materials and Structural Systems,10.65904/3083-3604.2026.02.01,https://doi.org/10.65904/3083-3604.2026.02.01,,6
159,curated,openalex_only,OpenAlex,Proximal sound printing: direct 3D printing of microstructures on polymers,2026,Microsystems & Nanoengineering,10.1038/s41378-025-01035-w,https://doi.org/10.1038/s41378-025-01035-w,,6
160,curated,openalex_only,OpenAlex,Printing to Fight Antimicrobial Resistance Through Nano/Microstructured Platforms,2026,The Chemical Record,10.1002/tcr.70186,https://doi.org/10.1002/tcr.70186,,6
161,curated,openalex_only,OpenAlex,Printing orientation and interfacial mechanical design enable superior bonding in multimaterial additive manufacturing,2026,npj Advanced Manufacturing,10.1038/s44334-026-00075-y,https://doi.org/10.1038/s44334-026-00075-y,,6
162,curated,openalex_only,OpenAlex,Predictive Maintenance – An Overview,2026,IntechOpen eBooks,10.5772/intechopen.1015854,https://doi.org/10.5772/intechopen.1015854,,6
163,curated,openalex_only,OpenAlex,Precision and Personalized Medicine in Transdermal Drug Delivery Systems: Integrating AI Approaches,2026,Journal of Pharmaceutical and BioTech Industry,10.3390/jpbi3020009,https://doi.org/10.3390/jpbi3020009,,6
164,curated,crossref_only,Crossref,"Polymers, Fabric and Steel: A Hybrid Robotic Fabrication System for Bespoke Doubly-Curved Structural Concrete",2026,"ROB|ARCH2024 – Robotic Fabrication in Architecture, Art and Design",10.1007/978-3-032-22607-5_13,https://doi.org/10.1007/978-3-032-22607-5_13,,6
165,curated,openalex_only,OpenAlex,Part II: Industrial Information Integration Review 2020–2025,2026,Journal of Emerging Technologies With Industrial Applications,10.53941/jetia.2026.100002,https://doi.org/10.53941/jetia.2026.100002,,6
166,curated,crossref_only,Crossref,Optimization of FDM printing parameters for high-speed fabrication of PLA-ABS Bi-layer laminate structures,2026,Journal of Thermoplastic Composite Materials,10.1177/08927057261441528,https://doi.org/10.1177/08927057261441528,,6
167,curated,openalex_only,OpenAlex,"On the role of interlayer cooling time in wire laser cladding of 316L: microstructural, mechanical, dimensional and residual stress analysis",2026,Progress in Additive Manufacturing,10.1007/s40964-026-01687-8,https://doi.org/10.1007/s40964-026-01687-8,,6
168,curated,openalex_only,OpenAlex,Nozzle-Assisted Continuous Additive Manufacturing of Mesoscale Multimaterial Structures,2026,Journal of Manufacturing Science and Engineering,10.1115/1.4072029,https://doi.org/10.1115/1.4072029,,6
169,curated,both_openalex_crossref,Crossref; OpenAlex,Novel Approaches and Applications for Operational Sustainability,2026,"Material Selection, Product Design and Additive Manufacturing Processes for Operational Sustainability",10.1201/9781003633754-5,https://doi.org/10.1201/9781003633754-5,,6
170,curated,openalex_only,OpenAlex,Multiprocess Approaches for Increasing Component Functionality in 3D Printing,2026,International Journal of Research in Pharmacology & Pharmacotherapeutics,10.61096/ijrpp.v15.iss1.2026.98-109,https://doi.org/10.61096/ijrpp.v15.iss1.2026.98-109,,6
171,curated,crossref_only,Crossref,Multimaterial Digital Light Processing 3D Printing of Self-Sensing and Thermoresponsive Soft Actuators,2026,ACS Applied Materials &amp; Interfaces,10.1021/acsami.6c00142,https://doi.org/10.1021/acsami.6c00142,,6
172,curated,crossref_only,Crossref,Multimaterial 3D printing of high-strength metal-cermet inert anodes for aluminum electrolysis via interface-structure design,2026,Advanced Powder Materials,10.1016/j.apmate.2026.100415,https://doi.org/10.1016/j.apmate.2026.100415,,6
173,curated,crossref_only,Crossref,Multimaterial 3D Printing of Soft and Stretchable Electronics,2026,Advanced Science,10.1002/advs.202513208,https://doi.org/10.1002/advs.202513208,,6
174,curated,crossref_only,Crossref,Mobile Robotic Brickwork Disassembly for Material Reuse,2026,"ROB|ARCH2024 – Robotic Fabrication in Architecture, Art and Design",10.1007/978-3-032-22607-5_19,https://doi.org/10.1007/978-3-032-22607-5_19,,6
175,curated,openalex_only,OpenAlex,Mechanical performance of bi-material FDM rigid–flexible joints: effects of alternate deposition and mechanical interlocking,2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-17902-3,https://doi.org/10.1007/s00170-026-17902-3,,6
176,curated,crossref_only,Crossref,Materials Informatics: Emergence to Autonomous Discovery in the Age of AI,2026,Advanced Materials,10.1002/adma.202515941,https://doi.org/10.1002/adma.202515941,,6
177,curated,openalex_only,OpenAlex,Machine Learning for Predicting Mechanical Properties of 3D-Printed Polymers from Process Parameters: A Review,2026,Polymers,10.3390/polym18040499,https://doi.org/10.3390/polym18040499,,6
178,curated,openalex_only,OpenAlex,MXene-based stimuli-responsive and autonomous intelligent materials,2026,Communications Materials,10.1038/s43246-026-01074-4,https://doi.org/10.1038/s43246-026-01074-4,,6
179,curated,openalex_only,OpenAlex,Isotropic conformal minimal surface generation strategies for additively manufactured metamaterials,2026,Additive manufacturing,10.1016/j.addma.2026.105182,https://doi.org/10.1016/j.addma.2026.105182,,6
180,curated,openalex_only,OpenAlex,Introduction to Different Additive Manufacturing (AM) Techniques,2026,Additive manufacturing,10.1201/9781003544937-1,https://doi.org/10.1201/9781003544937-1,,6
