id,title,authors,year,venue,doi,url,source,metadata_source,crossref_type,crossref_collection_route,crossref_target_venue,crossref_target_issn,issn,issn_l,publisher,publication_type,venue_trust,venue_trust_reason,corresponding_authors,corresponding_author_available,corresponding_author_source,openalex_checked,openalex_used_for,openalex_crosscheck_work_id,is_core_venue,core_status,venue_scope,core_source,categories,tags,relevance_score,summary_provider,openai_summary_applied,abstract_used_for_summary,raw_abstract_displayed,pdf_stored,first_added,last_updated
10.1007/s10845-025-02789-w,System and system-of-systems digital twins for predictive maintenance and root cause analysis,"[""Muhammad Hassan"", ""Niclas Björsell""]",2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02789-w,https://doi.org/10.1007/s10845-025-02789-w,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Intelligent Manufacturing,0956-5515,"[""0956-5515"", ""1572-8145""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Muhammad Hassan"", ""openalex_author_id"": ""https://openalex.org/A5124470681"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Gävle"", ""ror"": ""https://ror.org/043fje207"", ""country_code"": ""SE"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Electrical Engineering, Mathematics and Science, University of Gävle, Gävle, Sweden""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7126383198,True,core,core,manual_core_venue,"[""Reviews and Surveys""]","[""Digital Twins"", ""Manufacturing automation""]",7,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/advs.202524273,Sustainable Materials Design With Multi-Modal Artificial Intelligence,"[""Tianyi Xu"", ""Tianshuo Wei"", ""Yan Ge"", ""Bo Peng"", ""Yue Li"", ""Maolin Wang"", ""Peng Wen"", ""Chao Yang"", ""Ye Wei""]",2026,Advanced Science,10.1002/advs.202524273,https://doi.org/10.1002/advs.202524273,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Science,2198-3844,"[""2198-3844"", ""2198-3844""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W7154455347,True,core,core,manual_core_venue,"[""AI and Machine Learning for AM"", ""Reviews and Surveys""]","[""Self-driving Labs"", ""Manufacturing automation""]",7,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1007/s00170-026-17400-6,Stochastic maintenance optimization in additive manufacturing with digital twin integration,"[""Khamiss Cheikh"", ""EL Mostapha Boudi"", ""Rabi Rabi"", ""Hamza Mokhliss""]",2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-17400-6,https://doi.org/10.1007/s00170-026-17400-6,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Khamiss Cheikh"", ""openalex_author_id"": ""https://openalex.org/A5055007290"", ""orcid"": ""https://orcid.org/0009-0003-4811-8710"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Mohammed V University"", ""ror"": ""https://ror.org/00r8w8f84"", ""country_code"": ""MA"", ""type"": ""education""}, {""name"": ""Ecole Mohammadia d'Ingénieurs"", ""ror"": ""https://ror.org/00md3qm14"", ""country_code"": ""MA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical Engineering, Energetic team, Mechanical and Industrial Systems (EMISys), Mohammadia School of Engineers, Mohammed V University, Rabat, Morocco""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7128678009,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Computational Design"", ""AI and Machine Learning for AM""]","[""additive manufacturing"", ""digital twin"", ""maintenance optimization"", ""stochastic methods""]",7,openai,True,False,False,False,2026-06-12,2026-06-28
10.1016/j.jmsy.2026.04.003,Spatio-temporal graph neural network based digital twin surrogate for throughput estimation in general assembly lines,"[""Muhammad Waseem"", ""Changbai Tan"", ""Seog-Chan Oh"", ""Jorge Arinez"", ""Zijun Zhou"", ""Qing Chang""]",2026,Journal of Manufacturing Systems,10.1016/j.jmsy.2026.04.003,https://doi.org/10.1016/j.jmsy.2026.04.003,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Manufacturing Systems,0278-6125,"[""0278-6125""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Qing Chang"", ""openalex_author_id"": ""https://openalex.org/A5133060047"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Virginia"", ""ror"": ""https://ror.org/0153tk833"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, VA 22904, USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7150900855,True,core,core,manual_core_venue,"[""AI and Machine Learning for AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1007/s10845-026-02892-6,Spatial-temporal correlation enhanced digital twin for reconstruction of machining deformation fields in thin-walled ring-shaped structures,"[""Xueming Du"", ""Sun Jin"", ""Shun Liu"", ""Bin Shen""]",2026,Journal of Intelligent Manufacturing,10.1007/s10845-026-02892-6,https://doi.org/10.1007/s10845-026-02892-6,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Intelligent Manufacturing,0956-5515,"[""0956-5515"", ""1572-8145""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""S Liu"", ""openalex_author_id"": ""https://openalex.org/A5125002378"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Shanghai Jiao Tong University"", ""ror"": ""https://ror.org/0220qvk04"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Wuhan University of Technology"", ""ror"": ""https://ror.org/03fe7t173"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Key Laboratory of Advanced Manufacturing Technology for High Performance Parts, Wuhan University of Technology, Wuhan, 430070, China"", ""Shanghai Key Laboratory of Digital Manufacture for Thin-Walled Structures, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China"", ""State Key Laboratory of Mechanical System and Vibration, School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7164893278,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1007/s10845-025-02567-8,Six-dimensional digital twin modeling and software platform design for complex industrial systems,"[""Nan Li"", ""Gang Xie"", ""Xiaohong Zhang"", ""Hui Shi"", ""Xiaoyin Nie"", ""Yufei Wang"", ""Jianan Wang"", ""Jinquan Wang""]",2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02567-8,https://doi.org/10.1007/s10845-025-02567-8,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Intelligent Manufacturing,0956-5515,"[""0956-5515"", ""1572-8145""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Gang Xie"", ""openalex_author_id"": ""https://openalex.org/A5042609299"", ""orcid"": ""https://orcid.org/0000-0001-5769-0565"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Taiyuan University of Science and Technology"", ""ror"": ""https://ror.org/01wcbdc92"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Taiyuan University of Technology"", ""ror"": ""https://ror.org/03kv08d37"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Engineering Research Center for Key Technology of Flat Panel Display Intelligent Manufacturing, Taiyuan University of Science and Technology, No.66 Waliu Road, Taiyuan, 030024, Shanxi, China"", ""School of Electronic and Information Engineering, Taiyuan University of Science and Technology, No.66 Waliu Road, Taiyuan, 030024, Shanxi, China"", ""Shanxi Key Laboratory of Advanced Control and Industrial Intelligence, Taiyuan University of Science and Technology, No.66 Waliu Road, Taiyuan, 030024, Shanxi, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4406469073,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1007/s00170-026-17640-6,Simulation-based training of multi-material machine learning models for the prediction of melt pool dimensions and as-printed densities in laser powder fed fusion parts,"[""Donatien Campion"", ""Alena Kreitcberg"", ""Vladimir Brailovski""]",2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-17640-6,https://doi.org/10.1007/s00170-026-17640-6,"[""Crossref""]",crossref,journal-article,issn_venue_query,International Journal of Advanced Manufacturing Technology,0268-3768,"[""0268-3768"", ""1433-3015""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Vladimir Braïlovski"", ""openalex_author_id"": ""https://openalex.org/A5043856060"", ""orcid"": ""https://orcid.org/0000-0003-0035-8566"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""École de Technologie Supérieure"", ""ror"": ""https://ror.org/0020snb74"", ""country_code"": ""CA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""École de technologie supérieure, 1100 Notre-Dame West, Montréal, QC, H3C 1K3, Canada""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7133184856,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""AI and Machine Learning for AM""]","[""Additive manufacturing""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1080/17452759.2026.2675817,Sharp dual-regime thermal transition driven by bead morphology in metal fused filament fabrication: bead-resolved digital twin analysis,"[""Martin Gamesu"", ""Nelson K. Akafuah""]",2026,Virtual and Physical Prototyping,10.1080/17452759.2026.2675817,https://doi.org/10.1080/17452759.2026.2675817,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1745-2759"", ""1745-2767""]",,Informa UK Limited,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Martin Gamesu"", ""openalex_author_id"": ""https://openalex.org/A5059142664"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Kentucky"", ""ror"": ""https://ror.org/02k3smh20"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Kentucky""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7163220435,True,core,core,manual_core_venue,"[""Multi-material AM"", ""Computational Design""]","[""thermal transition"", ""bead morphology"", ""metal FFF"", ""digital twin"", ""heat transfer""]",7,openai,True,True,False,False,2026-06-12,2026-06-28
10.1016/j.rcim.2025.103132,Robotic disassembly sequence dynamic planning under uncertain irremovable condition using dueling deep Q-network based on digital twin,"[""Jiayi Liu"", ""Zhenlu Xu"", ""Wenjun Xu"", ""Lei Qi"", ""Yuning Han"", ""Zude Zhou""]",2026,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2025.103132,https://doi.org/10.1016/j.rcim.2025.103132,"[""Crossref""]",crossref,journal-article,issn_venue_query,Robotics and Computer-Integrated Manufacturing,0736-5845,"[""0736-5845""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Wenjun Xu"", ""openalex_author_id"": ""https://openalex.org/A5059180329"", ""orcid"": ""https://orcid.org/0000-0001-5370-3437"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Wuhan University of Technology"", ""ror"": ""https://ror.org/03fe7t173"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Hubei Key Laboratory of Broadband Wireless Communication and Sensor Networks (Wuhan University of Technology), Wuhan 430070, China"", ""School of Information Engineering, Wuhan University of Technology, Wuhan 430070, China""]}, {""name"": ""Lei Qi"", ""openalex_author_id"": ""https://openalex.org/A5114089760"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Wuhan University of Technology"", ""ror"": ""https://ror.org/03fe7t173"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Hubei Key Laboratory of Broadband Wireless Communication and Sensor Networks (Wuhan University of Technology), Wuhan 430070, China"", ""School of Information Engineering, Wuhan University of Technology, Wuhan 430070, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4414086294,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1016/j.rcim.2025.103103,"Robot digital twin systems in manufacturing: Technologies, applications, trends and challenges","[""Qiang Qin"", ""Zhihao Liu"", ""Ruirui Zhong"", ""Xi Vincent Wang"", ""Lihui Wang"", ""Magnus Wiktorsson"", ""Wei Wang""]",2026,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2025.103103,https://doi.org/10.1016/j.rcim.2025.103103,"[""Crossref""]",crossref,journal-article,issn_venue_query,Robotics and Computer-Integrated Manufacturing,0736-5845,"[""0736-5845""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Xi Vincent Wang"", ""openalex_author_id"": ""https://openalex.org/A5062473662"", ""orcid"": ""https://orcid.org/0000-0001-9694-0483"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Skövde"", ""ror"": ""https://ror.org/051mrsz47"", ""country_code"": ""SE"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Engineering Sciences, University of Skövde, Skövde 54134, Sweden""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4413294494,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Digital Twins""]",7,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1177/23297662261450850,Research Progress on the Photocuring-Based Fabrication and Mechanical Properties of Ceramic Materials,"[""Rongwen Wang"", ""Jia Lin"", ""Jingjing Liu"", ""Yihang Yang"", ""Jinhuo Wang"", ""Guimei Huang""]",2026,3D Printing and Additive Manufacturing,10.1177/23297662261450850,https://doi.org/10.1177/23297662261450850,"[""Crossref""]",crossref,journal-article,issn_venue_query,3D Printing and Additive Manufacturing,2329-7662,"[""2329-7662"", ""2329-7670""]",,SAGE Publications,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Jia Lin"", ""openalex_author_id"": ""https://openalex.org/A5011237484"", ""orcid"": ""https://orcid.org/0000-0003-4396-3571"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Xiamen University"", ""ror"": ""https://ror.org/00mcjh785"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Xiamen University of Technology"", ""ror"": ""https://ror.org/01285e189"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Material Forming and Control Engineering, School of Materials Science and Engineering, Fujian Key Laboratory of Functional Materials and Applications, Xiamen University of Technology, Xiamen, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7161811065,True,core,core,manual_core_venue,"[""Reviews and Surveys"", ""Multi-material AM""]","[""Machine learning"", ""DLP"", ""SLA"", ""Process optimization""]",7,fallback,False,True,False,False,2026-06-24,2026-06-28
